2015-12-17 14:43:01.905206	printer_idle jobs: 0
2015-12-17 14:43:06.909926	printer_idle jobs: 0
2015-12-17 14:43:11.914882	printer_idle jobs: 0
2015-12-17 14:43:26.073094	printer_idle jobs: 0
2015-12-17 14:43:32.289542	('inet_close: failed: ', 57)
2015-12-17 14:45:34.666629	printer_idle jobs: 0
2015-12-17 14:45:48.802296	('inet_close: failed: ', 57)
2015-12-17 14:47:09.044213	printer_idle jobs: 0
2015-12-17 14:47:18.956245	('inet_close: failed: ', 57)
2015-12-17 14:51:49.385553	printer_idle jobs: 0
2015-12-17 14:52:00.542631	('inet_close: failed: ', 57)
2015-12-17 14:53:22.129569	printer_idle jobs: 0
2015-12-17 14:53:29.138518	('inet_close: failed: ', 57)
2015-12-17 14:53:34.207823	printer_idle jobs: 0
2015-12-17 14:53:41.214338	('inet_close: failed: ', 57)
2015-12-17 14:53:46.295684	printer_idle jobs: 0
2015-12-17 14:53:58.307290	printer_idle jobs: 0
2015-12-17 14:54:04.316641	printer_idle jobs: 0
2015-12-17 14:54:10.325787	printer_idle jobs: 0
2015-12-17 14:54:16.335151	printer_idle jobs: 0
2015-12-17 14:54:22.344447	printer_idle jobs: 0
2015-12-17 14:54:28.353827	printer_idle jobs: 0
2015-12-17 14:54:34.363129	printer_idle jobs: 0
2015-12-17 14:54:40.372401	printer_idle jobs: 0
2015-12-17 14:54:46.381998	printer_idle jobs: 0
2015-12-17 14:54:52.390988	printer_idle jobs: 0
2015-12-17 14:54:58.400312	printer_idle jobs: 0
2015-12-17 14:55:04.409600	printer_idle jobs: 0
2015-12-17 14:55:10.418911	printer_idle jobs: 0
2015-12-17 14:55:16.428265	printer_idle jobs: 0
2015-12-17 14:55:22.437511	printer_idle jobs: 0
2015-12-17 14:55:28.446865	printer_idle jobs: 0
2015-12-17 14:55:34.456205	printer_idle jobs: 0
2015-12-17 14:55:40.465507	printer_idle jobs: 0
2015-12-17 14:55:46.474825	printer_idle jobs: 0
2015-12-17 14:55:52.484169	printer_idle jobs: 0
2015-12-17 14:55:58.493365	printer_idle jobs: 0
2015-12-17 14:56:04.502752	printer_idle jobs: 0
2015-12-17 14:56:10.512043	printer_idle jobs: 0
2015-12-17 14:56:16.521266	printer_idle jobs: 0
2015-12-17 14:56:22.530621	printer_idle jobs: 0
2015-12-17 14:56:28.539967	printer_idle jobs: 0
2015-12-17 14:56:34.549240	printer_idle jobs: 0
2015-12-17 14:56:40.558558	printer_idle jobs: 0
2015-12-17 14:56:46.567862	printer_idle jobs: 0
2015-12-17 14:56:52.576033	printer_idle jobs: 0
2015-12-17 14:56:58.581672	printer_idle jobs: 0
2015-12-17 14:57:04.589928	printer_idle jobs: 0
2015-12-17 14:57:10.599213	printer_idle jobs: 0
2015-12-17 14:57:16.608585	printer_idle jobs: 0
2015-12-17 14:57:22.617933	printer_idle jobs: 0
2015-12-17 14:57:28.627490	printer_idle jobs: 0
2015-12-17 14:57:34.636564	printer_idle jobs: 0
2015-12-17 14:57:40.645808	printer_idle jobs: 0
2015-12-17 14:57:46.655040	printer_idle jobs: 0
2015-12-17 14:57:52.664445	printer_idle jobs: 0
2015-12-17 14:57:58.673684	printer_idle jobs: 0
2015-12-17 14:58:04.683000	printer_idle jobs: 0
2015-12-17 14:58:10.692134	printer_idle jobs: 0
2015-12-17 14:58:16.701903	printer_idle jobs: 0
2015-12-17 14:58:22.710928	printer_idle jobs: 0
2015-12-17 14:58:28.720283	printer_idle jobs: 0
2015-12-17 14:58:34.729615	printer_idle jobs: 0
2015-12-17 14:58:40.739223	printer_idle jobs: 0
2015-12-17 14:58:46.748147	printer_idle jobs: 0
2015-12-17 15:05:29.113047	printer_idle jobs: 0
2015-12-17 15:05:36.119481	('inet_close: failed: ', 57)
2015-12-17 15:05:41.187314	printer_idle jobs: 0
2015-12-17 15:05:48.195372	('inet_close: failed: ', 57)
2015-12-17 15:05:49.628548	('inet_close: failed: ', 57)
2015-12-17 15:08:49.033106	printer_idle jobs: 0
2015-12-17 15:08:56.042225	('inet_close: failed: ', 57)
2015-12-17 15:08:56.220704	('inet_close: failed: ', 9)
2015-12-18 11:14:51.546304	printer_idle jobs: 0
2015-12-18 11:15:02.553335	printer_idle jobs: 0
2015-12-18 11:15:08.559767	printer_idle jobs: 0
2015-12-18 11:15:14.566149	printer_idle jobs: 0
2015-12-18 11:16:37.332045	printer_idle jobs: 0
2015-12-18 11:17:20.739554	printer_idle jobs: 0
2015-12-18 11:18:23.572517	printer_idle jobs: 0
2015-12-18 11:18:34.574758	printer_idle jobs: 0
2015-12-18 11:18:40.581226	printer_idle jobs: 0
2015-12-18 11:18:46.587678	printer_idle jobs: 0
2015-12-18 11:18:52.594112	printer_idle jobs: 0
2015-12-18 11:18:58.595938	printer_idle jobs: 0
2015-12-18 11:19:02.559859	('inet_close: failed: ', 9)
2015-12-18 11:19:14.985501	printer_idle jobs: 0
2015-12-18 11:19:53.986064	printer_idle jobs: 0
2015-12-18 11:20:04.992899	printer_idle jobs: 0
2015-12-18 11:20:14.667277	printer_idle jobs: 0
2015-12-18 11:21:40.051467	printer_idle jobs: 0
2015-12-18 11:21:51.058136	printer_idle jobs: 0
2015-12-18 11:21:59.940226	printer_idle jobs: 0
2015-12-18 11:22:11.948637	printer_idle jobs: 0
2015-12-18 11:22:17.950552	printer_idle jobs: 0
2015-12-18 11:22:23.956703	printer_idle jobs: 0
2015-12-18 11:22:29.963159	printer_idle jobs: 0
2015-12-18 11:22:32.466459	('inet_close: failed: ', 9)
2015-12-18 11:41:08.250389	printer_idle jobs: 0
2015-12-18 11:41:20.875037	printer_idle jobs: 0
2015-12-18 11:41:31.881895	printer_idle jobs: 0
2015-12-18 11:41:37.888340	printer_idle jobs: 0
2015-12-18 11:41:43.894790	printer_idle jobs: 0
2015-12-18 11:41:49.901255	printer_idle jobs: 0
2015-12-18 11:41:53.470327	('inet_close: failed: ', 9)
2015-12-18 11:42:00.511091	printer_idle jobs: 0
2015-12-18 11:42:15.942155	printer_idle jobs: 0
2015-12-18 11:42:21.948603	printer_idle jobs: 0
2015-12-18 11:42:27.952277	printer_idle jobs: 0
2015-12-18 11:42:32.937011	('inet_close: failed: ', 9)
2015-12-18 11:42:39.461864	printer_idle jobs: 0
2015-12-18 11:42:51.470180	printer_idle jobs: 0
2015-12-18 11:42:57.476518	printer_idle jobs: 0
2015-12-18 11:43:03.482898	printer_idle jobs: 0
2015-12-18 11:43:09.487019	printer_idle jobs: 0
2015-12-18 11:43:15.488777	printer_idle jobs: 0
2015-12-18 11:43:22.921675	printer_idle jobs: 0
2015-12-18 11:43:34.926607	printer_idle jobs: 0
2015-12-18 11:43:40.549818	('inet_close: failed: ', 9)
2015-12-18 11:44:33.083732	printer_idle jobs: 0
2015-12-18 11:44:46.938330	printer_idle jobs: 0
2015-12-18 11:44:52.944771	printer_idle jobs: 0
2015-12-18 11:44:58.947579	printer_idle jobs: 0
2015-12-18 11:45:00.478888	('inet_close: failed: ', 9)
2015-12-18 11:45:19.357197	printer_idle jobs: 0
2015-12-18 11:45:30.364057	printer_idle jobs: 0
2015-12-18 11:45:36.370499	printer_idle jobs: 0
2015-12-18 11:45:42.376933	printer_idle jobs: 0
2015-12-18 11:45:48.383370	printer_idle jobs: 0
2015-12-18 11:45:54.389794	printer_idle jobs: 0
2015-12-18 11:46:00.396231	printer_idle jobs: 0
2015-12-18 11:46:06.402657	printer_idle jobs: 0
2015-12-18 11:46:13.410538	printer_idle jobs: 0
2015-12-18 11:46:19.416988	printer_idle jobs: 0
2015-12-18 11:46:25.423021	printer_idle jobs: 0
2015-12-18 11:46:31.429486	printer_idle jobs: 0
2015-12-18 11:46:37.435940	printer_idle jobs: 0
2015-12-18 11:46:43.442381	printer_idle jobs: 0
2015-12-18 11:46:49.448854	printer_idle jobs: 0
2015-12-18 11:46:55.455322	printer_idle jobs: 0
2015-12-18 11:47:01.461776	printer_idle jobs: 0
2015-12-18 11:47:07.468235	printer_idle jobs: 0
2015-12-18 11:47:13.474697	printer_idle jobs: 0
2015-12-18 11:47:19.481192	printer_idle jobs: 0
2015-12-18 11:47:25.487634	printer_idle jobs: 0
2015-12-18 11:47:31.489973	printer_idle jobs: 0
2015-12-18 11:47:37.496354	printer_idle jobs: 0
2015-12-18 11:47:43.501954	printer_idle jobs: 0
2015-12-18 11:47:49.508401	printer_idle jobs: 0
2015-12-18 11:47:55.509396	printer_idle jobs: 0
2015-12-18 11:48:01.515838	printer_idle jobs: 0
2015-12-18 11:48:07.521592	printer_idle jobs: 0
2015-12-18 11:48:13.526848	printer_idle jobs: 0
2015-12-18 11:48:19.533319	printer_idle jobs: 0
2015-12-18 11:48:25.539777	printer_idle jobs: 0
2015-12-18 11:48:31.546220	printer_idle jobs: 0
2015-12-18 11:48:37.549553	printer_idle jobs: 0
2015-12-18 11:48:43.555980	printer_idle jobs: 0
2015-12-18 11:48:49.562422	printer_idle jobs: 0
2015-12-18 11:48:55.567088	printer_idle jobs: 0
2015-12-18 11:49:01.573466	printer_idle jobs: 0
2015-12-18 11:49:07.578981	printer_idle jobs: 0
2015-12-18 11:49:13.585384	printer_idle jobs: 0
2015-12-18 11:49:19.591833	printer_idle jobs: 0
2015-12-18 11:49:25.595037	printer_idle jobs: 0
2015-12-18 11:49:31.601483	printer_idle jobs: 0
2015-12-18 11:49:37.607926	printer_idle jobs: 0
2015-12-18 11:49:43.614386	printer_idle jobs: 0
2015-12-18 11:49:49.620860	printer_idle jobs: 0
2015-12-18 11:49:55.627277	printer_idle jobs: 0
2015-12-18 11:50:01.633031	printer_idle jobs: 0
2015-12-18 11:50:07.639470	printer_idle jobs: 0
2015-12-18 11:50:13.642475	printer_idle jobs: 0
2015-12-18 11:50:19.648893	printer_idle jobs: 0
2015-12-18 11:50:25.655329	printer_idle jobs: 0
2015-12-18 11:50:31.661748	printer_idle jobs: 0
2015-12-18 11:50:37.668196	printer_idle jobs: 0
2015-12-18 11:50:43.674686	printer_idle jobs: 0
2015-12-18 11:50:49.681103	printer_idle jobs: 0
2015-12-18 11:50:55.687124	printer_idle jobs: 0
2015-12-18 11:51:01.693550	printer_idle jobs: 0
2015-12-18 11:51:07.696823	printer_idle jobs: 0
2015-12-18 11:51:13.703246	printer_idle jobs: 0
2015-12-18 11:51:19.709701	printer_idle jobs: 0
2015-12-18 11:51:25.716209	printer_idle jobs: 0
2015-12-18 11:51:31.722683	printer_idle jobs: 0
2015-12-18 11:51:37.724337	printer_idle jobs: 0
2015-12-18 11:51:43.730853	printer_idle jobs: 0
2015-12-18 11:51:49.736853	printer_idle jobs: 0
2015-12-18 11:51:55.743298	printer_idle jobs: 0
2015-12-18 11:52:01.747568	printer_idle jobs: 0
2015-12-18 11:52:07.754042	printer_idle jobs: 0
2015-12-18 11:52:13.760514	printer_idle jobs: 0
2015-12-18 11:52:19.766983	printer_idle jobs: 0
2015-12-18 11:52:25.773457	printer_idle jobs: 0
2015-12-18 11:52:31.775458	printer_idle jobs: 0
2015-12-18 11:52:37.777190	printer_idle jobs: 0
2015-12-18 11:52:43.783629	printer_idle jobs: 0
2015-12-18 11:52:49.790122	printer_idle jobs: 0
2015-12-18 11:52:55.796584	printer_idle jobs: 0
2015-12-18 11:53:01.803021	printer_idle jobs: 0
2015-12-18 11:53:07.809435	printer_idle jobs: 0
2015-12-18 11:53:13.815881	printer_idle jobs: 0
2015-12-18 11:53:19.822334	printer_idle jobs: 0
2015-12-18 11:53:25.827019	printer_idle jobs: 0
2015-12-18 11:53:31.830029	printer_idle jobs: 0
2015-12-18 11:53:37.832478	printer_idle jobs: 0
2015-12-18 11:53:43.838942	printer_idle jobs: 0
2015-12-18 11:53:49.845381	printer_idle jobs: 0
2015-12-18 11:53:55.851893	printer_idle jobs: 0
2015-12-18 11:54:01.853815	printer_idle jobs: 0
2015-12-18 11:54:07.860303	printer_idle jobs: 0
2015-12-18 11:54:13.866743	printer_idle jobs: 0
2015-12-18 11:54:19.872300	printer_idle jobs: 0
2015-12-18 11:54:25.878740	printer_idle jobs: 0
2015-12-18 11:54:31.885188	printer_idle jobs: 0
2015-12-18 11:54:37.889527	printer_idle jobs: 0
2015-12-18 11:54:43.895978	printer_idle jobs: 0
2015-12-18 11:54:49.902178	printer_idle jobs: 0
2015-12-18 11:54:55.908610	printer_idle jobs: 0
2015-12-18 11:55:01.915044	printer_idle jobs: 0
2015-12-18 11:55:07.921487	printer_idle jobs: 0
2015-12-18 11:55:13.927929	printer_idle jobs: 0
2015-12-18 11:55:19.931016	printer_idle jobs: 0
2015-12-18 11:55:25.937458	printer_idle jobs: 0
2015-12-18 11:55:31.943914	printer_idle jobs: 0
2015-12-18 11:55:37.950369	printer_idle jobs: 0
2015-12-18 11:55:43.956843	printer_idle jobs: 0
2015-12-18 11:55:49.963299	printer_idle jobs: 0
2015-12-18 11:55:55.968454	printer_idle jobs: 0
2015-12-18 11:56:01.974923	printer_idle jobs: 0
2015-12-18 11:56:07.981409	printer_idle jobs: 0
2015-12-18 11:56:13.987111	printer_idle jobs: 0
2015-12-18 11:56:19.993556	printer_idle jobs: 0
2015-12-18 11:56:25.999993	printer_idle jobs: 0
2015-12-18 11:56:32.003073	printer_idle jobs: 0
2015-12-18 11:56:38.009524	printer_idle jobs: 0
2015-12-18 11:56:45.017489	printer_idle jobs: 0
2015-12-18 11:56:51.023949	printer_idle jobs: 0
2015-12-18 11:56:54.223001	('inet_close: failed: ', 9)
2015-12-18 11:58:42.046520	printer_idle jobs: 0
2015-12-18 11:58:54.051093	printer_idle jobs: 0
2015-12-18 11:59:00.053011	printer_idle jobs: 0
2015-12-18 11:59:06.059454	printer_idle jobs: 0
2015-12-18 11:59:12.064163	printer_idle jobs: 0
2015-12-18 11:59:13.726404	('inet_close: failed: ', 9)
2015-12-18 11:59:28.758585	printer_idle jobs: 0
2015-12-18 11:59:39.489738	('inet_close: failed: ', 9)
