2015-12-17 14:09:13.541591	printer_idle jobs: 0
2015-12-17 14:09:23.546627	printer_idle jobs: 0
2015-12-17 14:09:28.551200	printer_idle jobs: 0
2015-12-17 14:09:33.554620	printer_idle jobs: 0
2015-12-17 14:09:38.559567	printer_idle jobs: 0
2015-12-17 14:09:43.564367	printer_idle jobs: 0
2015-12-17 14:09:48.569252	printer_idle jobs: 0
2015-12-17 14:09:53.574062	printer_idle jobs: 0
2015-12-17 14:09:58.578840	printer_idle jobs: 0
2015-12-17 14:10:03.583132	printer_idle jobs: 0
2015-12-17 14:10:08.588609	printer_idle jobs: 0
2015-12-17 14:10:13.593452	printer_idle jobs: 0
2015-12-17 14:10:20.142641	printer_idle jobs: 0
2015-12-17 14:10:25.147710	printer_idle jobs: 0
2015-12-17 14:10:38.364130	printer_idle jobs: 0
2015-12-17 14:11:01.645404	printer_idle jobs: 0
2015-12-17 14:11:26.982479	printer_idle jobs: 0
2015-12-17 14:11:36.986374	printer_idle jobs: 0
2015-12-17 14:11:41.991178	printer_idle jobs: 0
2015-12-17 14:12:07.739175	printer_idle jobs: 0
2015-12-17 14:12:17.745126	printer_idle jobs: 0
2015-12-17 14:12:22.749931	printer_idle jobs: 0
2015-12-17 14:12:27.754812	printer_idle jobs: 0
2015-12-17 14:12:32.759609	printer_idle jobs: 0
2015-12-17 14:12:53.279808	printer_idle jobs: 0
2015-12-17 14:16:15.713647	printer_idle jobs: 0
2015-12-17 14:16:24.908492	('inet_close: failed: ', 57)
2015-12-17 14:22:24.979167	printer_idle jobs: 0
2015-12-17 14:22:31.627649	('inet_close: failed: ', 57)
2015-12-17 14:23:38.800322	printer_idle jobs: 0
2015-12-17 14:23:48.804411	printer_idle jobs: 0
2015-12-17 14:23:53.808490	printer_idle jobs: 0
2015-12-17 14:29:21.856496	printer_idle jobs: 0
2015-12-17 14:29:31.861530	printer_idle jobs: 0
2015-12-17 14:29:36.864929	printer_idle jobs: 0
2015-12-17 14:29:43.967858	printer_idle jobs: 0
2015-12-17 14:29:48.973111	printer_idle jobs: 0
2015-12-17 14:29:53.978105	printer_idle jobs: 0
2015-12-17 14:29:58.982637	printer_idle jobs: 0
2015-12-17 14:30:03.987469	printer_idle jobs: 0
2015-12-17 14:30:08.992442	printer_idle jobs: 0
2015-12-17 14:30:13.997184	printer_idle jobs: 0
2015-12-17 14:30:19.002031	printer_idle jobs: 0
2015-12-17 14:30:24.007073	printer_idle jobs: 0
2015-12-17 14:30:29.011655	printer_idle jobs: 0
2015-12-17 14:30:34.016577	printer_idle jobs: 0
2015-12-17 14:30:39.021240	printer_idle jobs: 0
2015-12-17 14:30:44.026290	printer_idle jobs: 0
2015-12-17 14:30:49.031067	printer_idle jobs: 0
2015-12-17 14:30:54.035982	printer_idle jobs: 0
2015-12-17 14:30:59.040843	printer_idle jobs: 0
2015-12-17 14:31:04.045653	printer_idle jobs: 0
2015-12-17 14:31:09.050529	printer_idle jobs: 0
2015-12-17 14:31:28.344179	printer_idle jobs: 0
2015-12-17 14:31:38.348954	printer_idle jobs: 0
2015-12-17 14:31:43.352966	printer_idle jobs: 0
2015-12-17 14:31:48.357913	printer_idle jobs: 0
2015-12-17 14:31:53.362652	printer_idle jobs: 0
2015-12-17 14:31:58.367498	printer_idle jobs: 0
2015-12-17 14:32:13.637509	printer_idle jobs: 0
2015-12-17 14:32:23.641814	printer_idle jobs: 0
2015-12-17 14:32:28.646258	printer_idle jobs: 0
2015-12-17 14:32:33.651132	printer_idle jobs: 0
2015-12-17 14:32:38.656024	printer_idle jobs: 0
2015-12-17 14:32:43.660747	printer_idle jobs: 0
2015-12-17 14:32:48.665580	printer_idle jobs: 0
2015-12-17 14:32:53.670523	printer_idle jobs: 0
2015-12-17 14:32:58.675322	printer_idle jobs: 0
2015-12-17 14:33:03.680141	printer_idle jobs: 0
2015-12-17 14:33:08.685037	printer_idle jobs: 0
2015-12-17 14:33:15.644864	printer_idle jobs: 0
2015-12-17 14:33:20.648935	printer_idle jobs: 0
2015-12-17 14:33:25.652497	printer_idle jobs: 0
2015-12-17 14:33:31.761358	printer_idle jobs: 0
2015-12-17 14:33:36.765647	printer_idle jobs: 0
2015-12-17 14:33:41.769345	printer_idle jobs: 0
2015-12-17 14:33:46.774026	printer_idle jobs: 0
2015-12-17 14:33:51.778623	printer_idle jobs: 0
2015-12-17 14:33:56.782766	printer_idle jobs: 0
2015-12-17 14:34:03.918461	printer_idle jobs: 0
2015-12-17 14:34:08.923253	printer_idle jobs: 0
2015-12-17 14:34:13.928151	printer_idle jobs: 0
2015-12-17 14:34:18.933007	printer_idle jobs: 0
2015-12-17 14:34:23.937868	printer_idle jobs: 0
2015-12-17 14:34:28.942891	printer_idle jobs: 0
2015-12-17 14:34:33.947562	printer_idle jobs: 0
2015-12-17 14:34:38.952281	printer_idle jobs: 0
2015-12-17 14:34:59.094624	printer_idle jobs: 0
2015-12-17 14:35:09.097661	printer_idle jobs: 0
2015-12-17 14:35:14.102436	printer_idle jobs: 0
2015-12-17 14:35:19.107228	printer_idle jobs: 0
2015-12-17 14:35:24.112173	printer_idle jobs: 0
2015-12-17 14:35:37.724550	printer_idle jobs: 0
2015-12-17 14:35:44.779129	('inet_close: failed: ', 57)
2015-12-17 14:42:21.870768	printer_idle jobs: 0
2015-12-17 14:42:31.876038	printer_idle jobs: 0
2015-12-17 14:42:36.880774	printer_idle jobs: 0
2015-12-17 14:42:41.885696	printer_idle jobs: 0
2015-12-17 14:42:46.890623	printer_idle jobs: 0
2015-12-17 14:42:51.895483	printer_idle jobs: 0
2015-12-17 14:42:56.900326	printer_idle jobs: 0
